Time,Bayside - Little Neck,Bedford Stuyvesant - Crown Heights,Bensonhurst - Bay Ridge,Borough Park,Canarsie - Flatlands,Central Harlem - Morningside Heights,Chelsea - Clinton,Coney Island - Sheepshead Bay,Crotona - Tremont,Downtown  - Heights - Slope,East Flatbush - Flatbush,East Harlem,East New York,Flushing - Clearview,Fordham - Bronx Park,Fresh Meadows,Gramercy Park -  Murray Hill,Greenpoint,Greenwich Village - Soho,High Bridge - Morrisania,Hunts Point - Mott Haven,Jamaica,Kingsbridge - Riverdale,Long Island City - Astoria,Lower Manhattan,Northeast Bronx,Pelham - Throgs Neck,Port  Richmond,Ridgewood - Forest Hills,Rockaway,South Beach - Tottenville,Southeast Queens,Southwest Queens,Stapleton - St. George,Sunset Park,Union Square - Lower East Side,Upper East Side,Upper West Side,Washington Heights - Inwood,West Queens,Williamsburg - Bushwick,Willowbrook
01-01-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-02-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-03-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-05-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-06-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-07-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-08-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-09-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-10-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-11-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-12-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-01-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-02-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-03-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-05-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-06-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-07-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-08-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-09-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-10-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-11-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-12-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-01-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-02-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-03-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-05-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-06-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-07-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-08-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-09-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-10-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-11-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-12-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-01-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-02-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-03-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-05-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-06-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-07-2015,0.9627498129154366,0.9741538521900394,0.9495422419590277,0.9777740559137912,0.9477238312710031,0.9939165250260178,0.999474271558907,0.9293280507821828,0.9378933873187334,0.9927034005541516,0.9530382826013247,0.9871680982334454,0.9392308391977817,0.9616805240195363,0.9770541368218625,0.9711771397909171,0.9995108152408129,1.0003398101928482,1.0024676052446442,0.9655192922101087,0.9636337601396154,0.9356218790331656,0.967126544034636,0.9629992780427035,0.992867630331076,0.9692312356568076,0.9450375753005987,0.9559031094031387,0.9680696308546916,0.9406473695383424,0.9654988414772822,0.9659429702098006,0.961160418090716,0.9506862369019066,0.879979635562945,1.0056235215580018,0.9962257211175845,0.9935389016413995,0.9770837688518537,0.9451517927436993,0.9650652812239389,0.9574304602373375
01-08-2015,0.9576516360387977,0.989946405064366,0.9483734441518687,0.9696478361092309,0.9642686572404833,0.9943116881119994,0.9967121017243499,0.9256766737822624,0.929723042790699,0.9887146708330856,0.9569587272177853,0.9852840716463795,0.9454739869363977,0.9651215362584818,0.9500705478634451,0.9688268969045474,0.9990526428235751,1.0046969688789682,0.9935197150451804,0.9042106224747087,0.9312056943438428,0.9475932132010342,0.960924443101286,0.9619391597620125,1.000037462075725,0.9709664735241537,0.9538331789781279,0.9505545934397733,0.9695207475938866,0.9406206095742572,0.9669612625428474,0.973265148007301,0.9596329995731233,0.9551200953815399,0.8867639358084771,0.9729502503439914,0.9974607010278417,0.9951779502400344,0.9795640550014044,0.9548422497828964,0.9755168219070466,0.9636457666153726
01-09-2015,0.9562749099828882,0.9901561698437948,0.9577636838046895,0.9382323174861078,0.9548922408331807,1.002583592752344,0.9930548600698635,0.9278622967548492,0.9168725051926075,0.9883155921855982,0.9615504948147502,0.9829863942149122,0.9693775809642994,0.9663965665045064,0.9742912062893873,0.9691464168859435,0.9987495359735883,0.9935376468651859,0.9931743193855156,0.9299058827574939,0.9302727951819018,0.9531920998651169,0.9582656781765031,0.9630404718914934,0.9983384400181787,0.9693481234107169,0.9582816880105512,0.9436197857513701,0.9741591827030297,0.9476163732948161,0.965537597951261,0.9600952169779496,0.9606555450496536,0.9612521419481318,0.9029130047200317,0.9818640508624256,0.9998961203846831,0.9967737615636354,0.9907015628460035,0.9630149675916299,0.9735232748319086,0.9623916102902944
01-10-2015,0.9546361786559866,0.98695868474502,0.946472304478156,0.9335512376790471,0.9819492379550226,1.0434924605700815,0.9861291917833803,0.9344881765993192,0.9290847237162678,0.9882020669632443,0.9776333702274853,0.9723164987776345,0.9828801023029061,0.9607881742767115,0.984462191587975,0.9746505826119712,1.0007838785960668,0.9921926154970231,1.0017484545103095,0.937546916479194,0.9241666919828225,0.9625075497903328,0.9560191618130905,0.9683394910852302,1.0011622343801245,0.9715595505449399,0.9534251105536754,0.9411554653765889,0.9745553904517967,0.95332960502189,0.9631810408364174,0.9638859086667771,0.9623169466918005,0.9548581443905714,0.9585394752832413,0.9759351028871849,0.9992653457371393,0.9974257411846846,0.9928282989384073,0.965510730510937,0.9737939049412841,0.9667682249278508
01-11-2015,0.9611158543916487,0.9574854009649162,0.9503672108203346,0.9286827366838367,0.9779883543351998,1.0684133949504133,0.9832230761565038,0.9361360563178484,0.9326075923055647,0.9841265250166854,0.9708033587563316,0.9724257216991667,0.9604782899582787,0.9586231369282162,0.9838915894085662,0.9686471063298122,1.0030292585425977,1.0090543096212985,1.0002901723379425,0.9443745964822724,1.0152243166269224,0.9593448138083822,0.960126035964212,0.9760110726788545,0.9968225207312518,0.9674774785579333,0.9488079321339232,0.9402106446149556,0.9691189225344545,0.9437714725752848,0.9612815175791954,0.9531045952719542,0.963428187903554,0.9558291492754862,0.9722010708644604,0.9915840367597156,0.9981842972996348,0.9956317988760864,1.004732704742369,0.9631564895798701,0.9829138664452145,0.9612207057828472
01-12-2015,0.9588026050702395,0.9609211506297788,0.9506876612156168,0.9455203583680049,0.9807961089413192,1.0436891077348873,0.9888560954784708,0.9242016834512237,0.930845903513639,0.9923823690720749,0.9590906204461274,1.0018242466068554,0.9621746971028862,0.9538738260767807,0.9738035081088828,0.9622181101056362,1.0044779521921547,1.0005111986996063,0.9948273193771245,0.9643624386390749,0.9941196639081594,0.9587820320163468,0.9644699476089305,0.9772782537155454,0.9929734641543704,0.9523050034871302,0.9534783649469878,0.9370707743829393,0.9659205059319695,0.9311672293809647,0.9612363992833665,0.9604859679382836,0.9628634357642505,0.9527403877619965,0.9712470477981469,0.9810091328886168,0.992761929214243,0.9886847102506556,0.9853623281844802,0.9566125344586988,0.9819105542272131,0.970663652531592
01-01-2016,0.9552315752371106,0.9580103559951969,0.9528120934813764,0.9445319361686164,0.9502963059859714,1.0117172338491132,0.9931895651608565,0.9210804790867985,0.9439112057493952,0.9834401509836465,0.9748451819310243,1.0113052992454052,0.9678128217192226,0.9530995174453956,0.9670994351197288,0.9519232708472751,0.9981260469345642,1.0016881364588093,0.989322715810954,0.9612805109828729,1.0074858431296716,0.9536902905278155,0.9672345073323465,0.9881741000760567,0.9912908698453297,0.9505615910237606,0.9625819217697119,0.9328711096765855,0.9698508748871655,0.9123594722997012,0.9592693160226755,0.9650876083533696,0.9592631844800437,0.9650342216419917,0.9365980515872145,0.996078431372549,0.9936183368177155,0.9915460240587352,1.0064276895097959,0.952270975912197,0.9840453195973436,0.9686652505268002
