Time,Bayside - Little Neck,Bedford Stuyvesant - Crown Heights,Bensonhurst - Bay Ridge,Borough Park,Canarsie - Flatlands,Central Harlem - Morningside Heights,Chelsea - Clinton,Coney Island - Sheepshead Bay,Crotona - Tremont,Downtown  - Heights - Slope,East Flatbush - Flatbush,East Harlem,East New York,Flushing - Clearview,Fordham - Bronx Park,Fresh Meadows,Gramercy Park -  Murray Hill,Greenpoint,Greenwich Village - Soho,High Bridge - Morrisania,Hunts Point - Mott Haven,Jamaica,Kingsbridge - Riverdale,Long Island City - Astoria,Lower Manhattan,Northeast Bronx,Pelham - Throgs Neck,Port  Richmond,Ridgewood - Forest Hills,Rockaway,South Beach - Tottenville,Southeast Queens,Southwest Queens,Stapleton - St. George,Sunset Park,Union Square - Lower East Side,Upper East Side,Upper West Side,Washington Heights - Inwood,West Queens,Williamsburg - Bushwick,Willowbrook
01-01-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-02-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-03-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-05-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-06-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-07-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-08-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-09-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-10-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-11-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-12-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-01-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-02-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-03-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-05-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-06-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-07-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-08-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-09-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-10-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-11-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-12-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-01-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-02-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-03-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-05-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-06-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-07-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-08-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-09-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-10-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-11-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-12-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-01-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-02-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-03-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-05-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-06-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-07-2015,394.7742697819397,562.0500427486279,420.99537037037044,443.3333699068545,296.9406857593274,766.4401889469895,1532.3307565856942,335.53019175313113,126.15990404289697,1013.072419830359,367.039593605626,807.5639880952381,233.5204891722263,375.0792269246329,146.13121436697386,450.14181500411536,1219.3484805619184,1106.9750794147913,1856.5846275124125,179.5071618663542,156.90425059275054,232.7296729549732,252.02380952380952,724.6831481167256,1465.5899383697767,188.6808406974776,208.0345891891922,230.06258455654225,328.1044666661239,215.15397932120084,260.63731092474467,285.4667099804097,256.036479695367,251.97570556281462,519.3538398018168,1292.0937258598908,1243.8770924113321,1483.008091219949,573.2878326585694,323.1724952239303,572.6765718165723,260.46234901438385
01-08-2015,380.21669229896145,585.2080478485218,423.118463979448,426.4138321171263,299.84309497533593,753.2810774427302,1550.973110111004,328.8956843501763,120.80797793239827,1011.8124173385901,369.7185375672235,801.4945652173913,250.77641311026042,378.0010462144494,138.75802414131476,426.76267365755956,1191.2273258773776,1089.53263724433,2098.432106365068,156.25853507138422,157.72707866934556,233.34060745457464,268.6513258153002,783.5631420346318,1477.0595400172147,196.53168211478658,213.0453031171046,237.71361769083865,322.6170634920635,208.9424748152913,256.6870850956219,290.14621961199106,263.003585603499,251.33310821600003,511.52215799614646,1369.6314281839507,1237.1873380148238,1440.8241835732051,575.5816811047067,316.39324408485686,567.819365333994,261.1111111111111
01-09-2015,378.82160737343696,546.4043701104451,423.3044733044733,435.59898119557215,302.6991095720999,770.4941214873223,1621.223007754329,367.219850882659,129.5968333017282,1001.2706213380337,376.05989456663224,839.357020414524,257.1428571428571,375.09734141204916,149.26975920791833,336.90118888440446,1249.7083915179512,1036.445181854558,2129.6495687982588,166.3422851556833,149.59128992204586,209.26713166345962,265.96607392957185,788.5076736435907,1493.8263070547032,195.36564430393832,216.52685646663733,229.92765009091124,326.82621819094817,222.03606566435926,253.4115151753308,292.9439662599138,276.7177688657937,249.7253610666687,521.4695923956599,1432.940956811827,1211.7485896008534,1498.0866760081508,563.5615219188314,319.30424047646835,637.9528735514706,260.8372456964006
01-10-2015,357.7336385585128,544.017069212361,423.90406934384157,426.67277988383063,300.7776345051101,782.3709213391406,1676.6796432514063,378.0047230630374,137.84220467359387,1000.3825759766967,374.9092443679441,852.2378751672893,274.2395049408118,375.4980691293686,140.80656241536053,372.7323387660658,1244.708238124833,1052.6667676300285,2135.2558672616174,152.12558453128315,150.667347947129,215.80760698524045,250.46654370934476,810.7904502309617,1414.696525890255,204.21162595612861,219.17168434524595,227.00000573138854,344.163571871034,243.74080828210472,250.57468134016176,310.3140555138913,270.96149558978817,251.8497474747475,543.9789174591557,1423.0122659750996,1162.9850396989484,1506.7293905031165,566.1362937454492,328.812939926821,667.0700586018921,258.2165948275862
01-11-2015,371.6222546826061,526.2980212276541,422.98738843580566,440.9645883837932,296.38459813449737,826.0615401515315,1684.1431371614979,396.9934929655167,142.81761686621047,987.4428884978743,376.8702342739743,871.5502304147465,250.5494598748587,375.21716119091127,135.92787524366472,369.94550421390574,1278.8826444545027,1044.0778180431053,2185.9309177615337,162.8084373363215,170.2450689057527,213.9370333261121,250.7269603760114,746.6412672164863,1435.9012940613434,210.12906846240182,227.65967447685398,223.97038993773467,377.7140779325404,244.0353101492817,252.8552504315002,299.16868392418354,266.37253306729303,254.1948402201211,522.7069500963804,1445.143248245424,1240.68139390925,1543.814729764607,578.9792473534728,331.91141105814927,690.0191203357235,250.92879256965944
01-12-2015,363.94314760891194,526.714770011813,431.7107969009502,479.8247974375515,297.3119587614353,837.4911098291768,1606.1653572428525,382.9988245133778,146.29636805913842,1001.8132585636389,420.3439763283514,799.104214559387,245.9531938580808,391.1501626016587,149.4964581381145,463.1347840996162,1282.4373849620472,1078.3863012624784,2214.4254822379676,144.87043805791163,161.83303574120868,217.27445555486582,244.90259428191953,733.912687501416,1450.0460727156074,192.2621326154789,245.11830834990351,216.88272452023196,341.77562133343906,239.46423503623924,256.27156915416555,302.47736434005236,241.27010455736212,245.12207559140472,530.5930314063747,1313.4296436219345,1189.4055727532125,1501.653301535347,584.1437252069935,343.6565953346684,638.3950418988429,251.56053513292755
01-01-2016,397.6373417031312,559.7184408092392,441.8220500870411,496.5152194909361,305.2512313559584,848.2031546382508,1710.120847848618,387.76965446099314,130.29623923813688,1026.7725213763913,429.4342743816532,820.9644236482472,220.80029461279463,401.75011171837167,149.674987299273,411.855870361025,1283.2002469930494,1069.8769482435687,2298.2253532715345,156.4567547542972,192.44966784302804,219.94498591260864,269.14301228064096,722.220546866414,1537.8008711027173,202.75764283116627,236.22535197883545,212.89203778328996,345.30939244980397,240.0541359022164,258.09795283278464,303.72478300991185,263.67602251014637,244.98691396400582,529.3421052631579,1213.128205128205,1234.0366649064324,1524.600985529172,580.5649360484806,344.8345658236367,610.5259699668982,256.64251207729467
01-02-2016,365.14763954011045,547.8856809601045,459.3636402184377,434.77893828919434,304.2244430839898,842.916804448712,1764.917637856124,372.972149122807,131.20998099361177,1016.0580502073256,424.0297427898057,821.3443402977898,239.86742424242425,395.5398611130584,155.82506879646397,433.1385281385281,1378.8512956783343,1097.214813709264,2358.908419708258,149.2926643473697,194.1598234527898,216.64256349671865,255.18415022107195,767.781295423442,1551.3676506295353,196.91517662904636,210.3802481769262,220.17094747005785,351.052189059928,230.06987885065075,254.80590029147476,293.0338844473761,278.0073410109848,243.07892019266015,477.86458333333337,1176.3876333464584,1212.1991540328186,1556.4563254289214,576.6033944300167,343.51085017766684,562.0541528802316,260.94570928196146
01-03-2016,380.5924675050915,507.45705579905825,467.4876339319759,471.84170643969554,296.43699991677664,807.7182534744043,1765.6423493890145,374.448236412393,137.5380414370062,982.0243253062752,428.0894762863486,768.6328431405907,284.7222222222222,376.066411824351,145.7065131918251,416.56895704768044,1334.3048725785548,1082.9737869380679,2394.8030890730624,177.50199045131686,178.41705985794354,239.85250971624475,260.6202437268614,796.7069172266622,1468.7268186110884,199.12077459300025,211.03997561176834,219.26994709261066,360.7827519648216,217.34837443071933,256.2801691308079,272.2413837194479,288.1317029771945,239.0643214377831,478.75091263081043,1394.0819963023048,1249.8004905152313,1471.078383467489,574.2687176284516,342.5423936685327,511.75444925444924,258.8996763754045
01-04-2016,339.52480244516573,494.27272907784,456.9428661616161,473.1478521478522,304.1694972826087,805.2913587265572,1708.0620769697168,358.7638678371437,162.4270576496383,959.5894199327462,419.4747727116228,832.1735209504077,274.77598566308245,343.0245493801633,154.11555835875382,394.1262265512266,1255.752038859401,1080.9414466130884,2175.603374451519,186.52169426817315,179.64571721832812,237.25105952556112,250.98086124401914,862.3426381076608,1368.1364368324498,187.70399991106237,216.9046689308386,221.08463729939763,373.05915519598705,221.2452444629658,255.8346959767785,281.76539761414193,263.1952066109151,229.94185880769933,545.2683134582624,1454.044083922543,1452.084550914114,1455.6827627301234,595.8096764346948,321.66563899195853,634.1328518083234,256.4102564102564
